model,vertical_case,distance_Mpc,inclination_deg,D_sigma,i_sigma,upsilon,q_log10_ML,chi2_data,rms_km_s,prior_D,prior_i,prior_ML,prior_other,prior_total,objective_chi2_plus_priors,NFW_log10_M200,NFW_M200_Msun,NFW_log10_c200,NFW_c200,obs_velocity_factor_from_i73,MOND_a0_m_s2,minimum_gN_km2_s2_kpc,Kcrit_km_s_minus2,principal_mode_residual,principal_mode_min,K_treatment
TG_edge_limit,gas_thin_hstar0p3,12.4,70.0,-1.0000000000000002,-1.0,0.4765969408345689,-0.1,20984.927175437002,43.3934059024143,1.0000000000000004,1.0,1.0,0.0,3.0000000000000004,20987.927175437002,,,,,1.0176782650088638,,,8.527657930425626e-05,6.405294380942318e-12,0.030334281397090008,derived Kcrit limiting curve; no finite normalization and no K prior
NFW,gas_thin_hstar0p3,12.4,70.0,-1.0000000000000002,-1.0,0.5347505628802474,-0.05,90.25900386844071,9.00791674719602,1.0000000000000004,1.0,0.25,0.0,2.2500000000000004,92.50900386844071,11.561764064797176,364555844190.68164,1.1785627546332462,15.085605786021683,1.0176782650088638,,,,,,
MOND,gas_thin_hstar0p3,12.4,70.0,-1.0000000000000002,-1.0,0.5347505628802474,-0.05,2431.1637754983803,13.945677635734084,1.0000000000000004,1.0,0.25,0.0,2.2500000000000004,2433.4137754983803,,,,,1.0176782650088638,1.2e-10,75.87302298848681,,,,
TG_edge_limit,gas_thin_hstar0p3,12.4,70.0,-1.0000000000000002,-1.0,0.5347505628802474,-0.05,16638.582964093508,38.5560949019971,1.0000000000000004,1.0,0.25,0.0,2.2500000000000004,16640.832964093508,,,,,1.0176782650088638,,,7.755669620304031e-05,6.674041160297335e-12,0.0294277227274261,derived Kcrit limiting curve; no finite normalization and no K prior
NFW,gas_thin_hstar0p3,12.4,70.0,-1.0000000000000002,-1.0,0.6,0.0,82.68567801688185,8.655615222932123,1.0000000000000004,1.0,0.0,0.0,2.0000000000000004,84.68567801688185,11.567764902218098,369628033890.03937,1.153271911390572,14.232195847517353,1.0176782650088638,,,,,,
MOND,gas_thin_hstar0p3,12.4,70.0,-1.0000000000000002,-1.0,0.6,0.0,1548.9149140164695,11.233180096780888,1.0000000000000004,1.0,0.0,0.0,2.0000000000000004,1550.9149140164695,,,,,1.0176782650088638,1.2e-10,80.2620753950316,,,,
TG_edge_limit,gas_thin_hstar0p3,12.4,70.0,-1.0000000000000002,-1.0,0.6,0.0,12576.02045085819,33.42466409558193,1.0000000000000004,1.0,0.0,0.0,2.0000000000000004,12578.02045085819,,,,,1.0176782650088638,,,7.038267174933066e-05,6.682061931159533e-12,0.02862174434101667,derived Kcrit limiting curve; no finite normalization and no K prior
NFW,gas_thin_hstar0p3,12.4,70.0,-1.0000000000000002,-1.0,0.673211072581178,0.05,74.93139229654902,8.291690872816845,1.0000000000000004,1.0,0.25,0.0,2.2500000000000004,77.18139229654902,11.576196389548802,376874184337.3685,1.123045928301466,13.275348421903129,1.0176782650088638,,,,,,
MOND,gas_thin_hstar0p3,12.4,70.0,-1.0000000000000002,-1.0,0.673211072581178,0.05,899.6402852088801,8.948593265230903,1.0000000000000004,1.0,0.25,0.0,2.2500000000000004,901.8902852088801,,,,,1.0176782650088638,1.2e-10,85.18667319207331,,,,
TG_edge_limit,gas_thin_hstar0p3,12.4,70.0,-1.0000000000000002,-1.0,0.673211072581178,0.05,8893.046993052069,27.99930927327922,1.0000000000000004,1.0,0.25,0.0,2.2500000000000004,8895.296993052069,,,,,1.0176782650088638,,,6.374767143453382e-05,5.2939621074421494e-12,0.027905934045353308,derived Kcrit limiting curve; no finite normalization and no K prior
NFW,gas_thin_hstar0p3,12.4,70.0,-1.0000000000000002,-1.0,0.7553552470765004,0.1,67.09884020267269,7.925718922670881,1.0000000000000004,1.0,1.0,0.0,3.0000000000000004,70.09884020267269,11.588226336811523,387459520626.2603,1.0864969893154146,12.203853605674524,1.0176782650088638,,,,,,
MOND,gas_thin_hstar0p3,12.4,70.0,-1.0000000000000002,-1.0,0.7553552470765004,0.1,527.3876181052715,7.7647927754776775,1.0000000000000004,1.0,1.0,0.0,3.0000000000000004,530.3876181052715,,,,,1.0176782650088638,1.2e-10,90.71216280036892,,,,
TG_edge_limit,gas_thin_hstar0p3,12.4,70.0,-1.0000000000000002,-1.0,0.7553552470765004,0.1,5699.686779134226,22.29899080949144,1.0000000000000004,1.0,1.0,0.0,3.0000000000000004,5702.686779134226,,,,,1.0176782650088638,,,5.763717243891696e-05,6.136630231069925e-12,0.027270645012732034,derived Kcrit limiting curve; no finite normalization and no K prior
NFW,gas_thin_hstar0p3,12.4,70.0,-1.0000000000000002,-1.0,0.762,0.10380372095595687,66.50389044486408,7.898175984107444,1.0000000000000004,1.0,1.077521248430216,0.0,3.0775212484302163,69.5814116932943,11.58933579251358,388450596349.38855,1.0834066895506145,12.117323137555212,1.0176782650088638,,,,,,
MOND,gas_thin_hstar0p3,12.4,70.0,-1.0000000000000002,-1.0,0.762,0.10380372095595687,511.785838569433,7.745547998064225,1.0000000000000004,1.0,1.077521248430216,0.0,3.0775212484302163,514.8633598178632,,,,,1.0176782650088638,1.2e-10,91.15912709764335,,,,
TG_edge_limit,gas_thin_hstar0p3,12.4,70.0,-1.0000000000000002,-1.0,0.762,0.10380372095595687,5480.254552867698,21.855554512770777,1.0000000000000004,1.0,1.077521248430216,0.0,3.0775212484302163,5483.332074116129,,,,,1.0176782650088638,,,5.7193242970579304e-05,8.005034049158846e-12,0.027225356213174366,derived Kcrit limiting curve; no finite normalization and no K prior
NFW,gas_mix_hstar0p6,12.4,70.0,-1.0000000000000002,-1.0,0.4765969408345689,-0.1,99.0995178528929,9.16360133218862,1.0000000000000004,1.0,1.0,0.0,3.0000000000000004,102.0995178528929,11.55094186010163,355583712657.2187,1.2136083584369963,16.35341125237334,1.0176782650088638,,,,,,
MOND,gas_mix_hstar0p6,12.4,70.0,-1.0000000000000002,-1.0,0.4765969408345689,-0.1,4185.9753605040805,18.382421891158742,1.0000000000000004,1.0,1.0,0.0,3.0000000000000004,4188.9753605040805,,,,,1.0176782650088638,1.2e-10,71.55365104381623,,,,
TG_edge_limit,gas_mix_hstar0p6,12.4,70.0,-1.0000000000000002,-1.0,0.4765969408345689,-0.1,24583.729110268483,47.1735580086555,1.0000000000000004,1.0,1.0,0.0,3.0000000000000004,24586.729110268483,,,,,1.0176782650088638,,,8.953503182650034e-05,6.967857133658939e-12,0.03402376367475921,derived Kcrit limiting curve; no finite normalization and no K prior
NFW,gas_mix_hstar0p6,12.4,70.0,-1.0000000000000002,-1.0,0.5347505628802474,-0.05,91.90544345292055,8.788931557865977,1.0000000000000004,1.0,0.25,0.0,2.2500000000000004,94.15544345292055,11.553599375842085,357766255762.4104,1.1946463003353858,15.654755905610878,1.0176782650088638,,,,,,
MOND,gas_mix_hstar0p6,12.4,70.0,-1.0000000000000002,-1.0,0.5347505628802474,-0.05,3023.0158934218744,15.537486508192487,1.0000000000000004,1.0,0.25,0.0,2.2500000000000004,3025.2658934218744,,,,,1.0176782650088638,1.2e-10,75.4627688016292,,,,
TG_edge_limit,gas_mix_hstar0p6,12.4,70.0,-1.0000000000000002,-1.0,0.5347505628802474,-0.05,20085.805191106407,42.584721708163414,1.0000000000000004,1.0,0.25,0.0,2.2500000000000004,20088.055191106407,,,,,1.0176782650088638,,,8.152179626169587e-05,8.725254359155683e-12,0.033054975190840205,derived Kcrit limiting curve; no finite normalization and no K prior
NFW,gas_mix_hstar0p6,12.4,70.0,-1.0000000000000002,-1.0,0.6,0.0,84.42308073541561,8.38544966375566,1.0000000000000004,1.0,0.0,0.0,2.0000000000000004,86.42308073541561,11.557464218161293,360964272251.9087,1.1722701285513109,14.868601728007999,1.0176782650088638,,,,,,
MOND,gas_mix_hstar0p6,12.4,70.0,-1.0000000000000002,-1.0,0.6,0.0,2039.49178315599,12.723389836729682,1.0000000000000004,1.0,0.0,0.0,2.0000000000000004,2041.49178315599,,,,,1.0176782650088638,1.2e-10,79.84887106593484,,,,
TG_edge_limit,gas_mix_hstar0p6,12.4,70.0,-1.0000000000000002,-1.0,0.6,0.0,15807.858896480124,37.713942222093586,1.0000000000000004,1.0,0.0,0.0,2.0000000000000004,15809.858896480124,,,,,1.0176782650088638,,,7.40587491452455e-05,1.179978853098866e-11,0.032190291620679864,derived Kcrit limiting curve; no finite normalization and no K prior
NFW,gas_mix_hstar0p6,12.4,70.0,-1.0000000000000002,-1.0,0.673211072581178,0.05,76.69593226003923,7.955473835831118,1.0000000000000004,1.0,0.25,0.0,2.2500000000000004,78.94593226003923,11.563089244224614,365669926291.58203,1.1456366404748726,13.984168248557793,1.0176782650088638,,,,,,
MOND,gas_mix_hstar0p6,12.4,70.0,-1.0000000000000002,-1.0,0.673211072581178,0.05,1271.9166225793601,10.13509175239532,1.0000000000000004,1.0,0.25,0.0,2.2500000000000004,1274.1666225793601,,,,,1.0176782650088638,1.2e-10,84.77015874894141,,,,
TG_edge_limit,gas_mix_hstar0p6,12.4,70.0,-1.0000000000000002,-1.0,0.673211072581178,0.05,11835.548738346388,32.55859043421542,1.0000000000000004,1.0,0.25,0.0,2.2500000000000004,11837.798738346388,,,,,1.0176782650088638,,,6.714228574378272e-05,7.948565016406487e-12,0.031419627362344084,derived Kcrit limiting curve; no finite normalization and no K prior
NFW,gas_mix_hstar0p6,12.4,70.0,-1.0000000000000002,-1.0,0.7553552470765004,0.1,68.76462567338717,7.503772947129599,1.0000000000000004,1.0,1.0,0.0,3.0000000000000004,71.76462567338717,11.571327883334192,372672960433.10144,1.1135969660949985,12.989635545348257,1.0176782650088638,,,,,,
MOND,gas_mix_hstar0p6,12.4,70.0,-1.0000000000000002,-1.0,0.7553552470765004,0.1,761.8934776357488,8.233330116908089,1.0000000000000004,1.0,1.0,0.0,3.0000000000000004,764.8934776357488,,,,,1.0176782650088638,1.2e-10,90.29193434820375,,,,
TG_edge_limit,gas_mix_hstar0p6,12.4,70.0,-1.0000000000000002,-1.0,0.7553552470765004,0.1,8267.441373791298,27.127593210623484,1.0000000000000004,1.0,1.0,0.0,3.0000000000000004,8270.441373791298,,,,,1.0176782650088638,,,6.076050429449439e-05,1.0144765201901827e-11,0.03073348230344404,derived Kcrit limiting curve; no finite normalization and no K prior
NFW,gas_mix_hstar0p6,12.4,70.0,-1.0000000000000002,-1.0,0.762,0.10380372095595687,68.15388676017857,7.468728993783405,1.0000000000000004,1.0,1.077521248430216,0.0,3.0775212484302163,71.23140800860878,11.572095644932325,373332367952.466,1.1108964830322412,12.909115396196487,1.0176782650088638,,,,,,
MOND,gas_mix_hstar0p6,12.4,70.0,-1.0000000000000002,-1.0,0.762,0.10380372095595687,734.9366893290354,8.13898582088486,1.0000000000000004,1.0,1.077521248430216,0.0,3.0775212484302163,738.0142105774656,,,,,1.0176782650088638,1.2e-10,90.73859821428468,,,,
TG_edge_limit,gas_mix_hstar0p6,12.4,70.0,-1.0000000000000002,-1.0,0.762,0.10380372095595687,8015.648251913483,26.703919558707966,1.0000000000000004,1.0,1.077521248430216,0.0,3.0775212484302163,8018.725773161914,,,,,1.0176782650088638,,,6.029641476474309e-05,6.417267695258551e-12,0.03068448933368137,derived Kcrit limiting curve; no finite normalization and no K prior
NFW,gas_mix_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.4765969408345689,-0.1,90.97127716504451,9.319246665422476,1.0000000000000004,0.0,1.0,0.0,2.0000000000000004,92.97127716504451,11.528419867637824,337613549284.44293,1.2116193325186548,16.278685489738088,1.0,,,,,,
MOND,gas_mix_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.4765969408345689,-0.1,4028.755016934572,17.682750619851134,1.0000000000000004,0.0,1.0,0.0,2.0000000000000004,4030.755016934572,,,,,1.0,1.2e-10,76.43491248913475,,,,
TG_edge_limit,gas_mix_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.4765969408345689,-0.1,24275.98369962322,45.89233231538957,1.0000000000000004,0.0,1.0,0.0,2.0000000000000004,24277.98369962322,,,,,1.0,,,9.25325107035867e-05,6.967327315503166e-12,0.03261096416720997,derived Kcrit limiting curve; no finite normalization and no K prior
NFW,gas_mix_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.5347505628802474,-0.05,84.07991109228715,8.986803589276834,1.0000000000000004,0.0,0.25,0.0,1.2500000000000004,85.32991109228715,11.530021031802901,338860565917.2802,1.1931240455510523,15.59998014313316,1.0,,,,,,
MOND,gas_mix_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.5347505628802474,-0.05,2901.732069821685,14.987028298991053,1.0000000000000004,0.0,0.25,0.0,1.2500000000000004,2902.982069821685,,,,,1.0,1.2e-10,80.43703208062695,,,,
TG_edge_limit,gas_mix_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.5347505628802474,-0.05,19703.90105366128,41.26952775137668,1.0000000000000004,0.0,0.25,0.0,1.2500000000000004,19705.15105366128,,,,,1.0,,,8.409679666895904e-05,4.867208703577459e-12,0.03163686079457467,derived Kcrit limiting curve; no finite normalization and no K prior
NFW,gas_mix_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.6,0.0,76.96836421887429,8.630928808864917,1.0000000000000004,0.0,0.0,0.0,1.0000000000000004,77.96836421887429,11.532630400587365,340902668341.15424,1.1712780539848513,14.83467560829008,1.0,,,,,,
MOND,gas_mix_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.6,0.0,1968.9558953680628,12.425125136637005,1.0000000000000004,0.0,0.0,0.0,1.0000000000000004,1969.9558953680628,,,,,1.0,1.2e-10,84.92748411860464,,,,
TG_edge_limit,gas_mix_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.6,0.0,15375.873968016629,36.3687808554042,1.0000000000000004,0.0,0.0,0.0,1.0000000000000004,15376.873968016629,,,,,1.0,,,7.626909351415822e-05,5.685247033437749e-12,0.0307715515599468,derived Kcrit limiting curve; no finite normalization and no K prior
NFW,gas_mix_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.673211072581178,0.05,69.69646531457806,8.254708541182923,1.0000000000000004,0.0,0.25,0.0,1.2500000000000004,70.94646531457806,11.536749361958346,344151258442.897,1.1452464289577575,13.971609183171923,1.0,,,,,,
MOND,gas_mix_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.673211072581178,0.05,1268.1346004512811,10.26683568625289,1.0000000000000004,0.0,0.25,0.0,1.2500000000000004,1269.3846004512811,,,,,1.0,1.2e-10,89.96585417337347,,,,
TG_edge_limit,gas_mix_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.673211072581178,0.05,11380.446385922367,31.188867664877947,1.0000000000000004,0.0,0.25,0.0,1.2500000000000004,11381.696385922367,,,,,1.0,,,6.903915657086334e-05,8.069271426272323e-12,0.03000358726130687,derived Kcrit limiting curve; no finite normalization and no K prior
NFW,gas_mix_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.7553552470765004,0.1,62.32102878018967,7.863799227089606,1.0000000000000004,0.0,1.0,0.0,2.0000000000000004,64.32102878018968,11.543160725199273,349269550442.7303,1.113888592401693,12.998360941899438,1.0,,,,,,
MOND,gas_mix_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.7553552470765004,0.1,842.1479267132639,9.031172458676535,1.0000000000000004,0.0,1.0,0.0,2.0000000000000004,844.1479267132639,,,,,1.0,1.2e-10,95.61899835442651,,,,
TG_edge_limit,gas_mix_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.7553552470765004,0.1,7819.404084283871,25.742051002635424,1.0000000000000004,0.0,1.0,0.0,2.0000000000000004,7821.404084283871,,,,,1.0,,,6.238872398882993e-05,6.0882961051037734e-12,0.029322413489230252,derived Kcrit limiting curve; no finite normalization and no K prior
NFW,gas_mix_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.762,0.10380372095595687,61.757045013103,7.833695236962737,1.0000000000000004,0.0,1.077521248430216,0.0,2.0775212484302163,63.83456626153322,11.543773750381867,349762907423.7966,1.1112434643937688,12.919433308226754,1.0,,,,,,
MOND,gas_mix_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.762,0.10380372095595687,822.329638476037,8.994316744169508,1.0000000000000004,0.0,1.077521248430216,0.0,2.0775212484302163,824.4071597244672,,,,,1.0,1.2e-10,96.07628880204254,,,,
TG_edge_limit,gas_mix_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.762,0.10380372095595687,7569.483502735569,25.317724410003258,1.0000000000000004,0.0,1.077521248430216,0.0,2.0775212484302163,7571.561023984,,,,,1.0,,,6.190586083708102e-05,5.364406787564166e-12,0.029273867528306317,derived Kcrit limiting curve; no finite normalization and no K prior
NFW,gas_thin_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.4765969408345689,-0.1,91.41119012127506,9.338664971875732,1.0000000000000004,0.0,1.0,0.0,2.0000000000000004,93.41119012127506,11.526295082128922,335965809254.4543,1.2128131819017114,16.323496178778605,1.0,,,,,,
MOND,gas_thin_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.4765969408345689,-0.1,4027.7290967982685,17.688146893594446,1.0000000000000004,0.0,1.0,0.0,2.0000000000000004,4029.7290967982685,,,,,1.0,1.2e-10,77.0655092885939,,,,
TG_edge_limit,gas_thin_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.4765969408345689,-0.1,24072.19984013374,45.69092056182866,1.0000000000000004,0.0,1.0,0.0,2.0000000000000004,24074.19984013374,,,,,1.0,,,9.199222928560924e-05,6.807902403247676e-12,0.03264877010722347,derived Kcrit limiting curve; no finite normalization and no K prior
NFW,gas_thin_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.5347505628802474,-0.05,84.50780597011834,9.005144097280883,1.0000000000000004,0.0,0.25,0.0,1.2500000000000004,85.75780597011834,11.527836514614968,337160364453.0189,1.1943303062824577,15.643369598044536,1.0,,,,,,
MOND,gas_thin_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.5347505628802474,-0.05,2908.0648057625176,15.015374519359584,1.0000000000000004,0.0,0.25,0.0,1.2500000000000004,2909.3148057625176,,,,,1.0,1.2e-10,81.06762888008612,,,,
TG_edge_limit,gas_thin_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.5347505628802474,-0.05,19532.525968693095,41.0815922590849,1.0000000000000004,0.0,0.25,0.0,1.2500000000000004,19533.775968693095,,,,,1.0,,,8.365393123957026e-05,6.530446059335946e-12,0.03167292608594369,derived Kcrit limiting curve; no finite normalization and no K prior
NFW,gas_thin_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.6,0.0,77.38549150190875,8.648039417802686,1.0000000000000004,0.0,0.0,0.0,1.0000000000000004,78.38549150190875,11.530374769018488,339136683685.2744,1.1724982303349034,14.876413122196812,1.0,,,,,,
MOND,gas_thin_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.6,0.0,1982.5313421338108,12.485549416780026,1.0000000000000004,0.0,0.0,0.0,1.0000000000000004,1983.5313421338108,,,,,1.0,1.2e-10,85.55808091806381,,,,
TG_edge_limit,gas_thin_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.6,0.0,15235.67219745979,36.1949139109577,1.0000000000000004,0.0,0.0,0.0,1.0000000000000004,15236.67219745979,,,,,1.0,,,7.590746505910069e-05,6.8278174737502166e-12,0.030805459081816818,derived Kcrit limiting curve; no finite normalization and no K prior
NFW,gas_thin_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.673211072581178,0.05,70.10433129592724,8.270414434432764,1.0000000000000004,0.0,0.25,0.0,1.2500000000000004,71.35433129592724,11.534408203413854,342301027999.10156,1.1464821298943488,14.011419303519004,1.0,,,,,,
MOND,gas_thin_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.673211072581178,0.05,1288.7889940894147,10.37099976675104,1.0000000000000004,0.0,0.25,0.0,1.2500000000000004,1290.0389940894147,,,,,1.0,1.2e-10,90.59645097283263,,,,
TG_edge_limit,gas_thin_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.673211072581178,0.05,11270.154155426622,31.030256716687852,1.0000000000000004,0.0,0.25,0.0,1.2500000000000004,11271.404155426622,,,,,1.0,,,6.874485205428785e-05,8.019189381966669e-12,0.03003511651611807,derived Kcrit limiting curve; no finite normalization and no K prior
NFW,gas_thin_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.7553552470765004,0.1,62.720854788588575,7.877897347165484,1.0000000000000004,0.0,1.0,0.0,2.0000000000000004,64.72085478858858,11.540715402924194,347308492479.1628,1.115141458841305,13.035913164003576,1.0,,,,,,
MOND,gas_thin_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.7553552470765004,0.1,869.6742842406717,9.183744241148299,1.0000000000000004,0.0,1.0,0.0,2.0000000000000004,871.6742842406717,,,,,1.0,1.2e-10,96.24959515388566,,,,
TG_edge_limit,gas_thin_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.7553552470765004,0.1,7737.748378989219,25.601138136056985,1.0000000000000004,0.0,1.0,0.0,2.0000000000000004,7739.748378989219,,,,,1.0,,,6.214991208221914e-05,5.876640118554991e-12,0.029351483662277435,derived Kcrit limiting curve; no finite normalization and no K prior
NFW,gas_thin_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.762,0.10380372095595687,62.15627673035856,7.847661791442126,1.0000000000000004,0.0,1.077521248430216,0.0,2.0775212484302163,64.23379797878879,11.541319581295788,347791994607.49963,1.1124977041159454,12.956798479283426,1.0,,,,,,
MOND,gas_thin_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.762,0.10380372095595687,850.3691891134896,9.150079066864993,1.0000000000000004,0.0,1.077521248430216,0.0,2.0775212484302163,852.4467103619198,,,,,1.0,1.2e-10,96.70688560150171,,,,
TG_edge_limit,gas_thin_hstar0p3,12.4,73.0,-1.0000000000000002,0.0,0.762,0.10380372095595687,7489.954274371402,25.17832264837632,1.0000000000000004,0.0,1.077521248430216,0.0,2.0775212484302163,7492.031795619832,,,,,1.0,,,6.167084054314214e-05,6.001500697789856e-12,0.029302750283163637,derived Kcrit limiting curve; no finite normalization and no K prior
NFW,gas_mix_hstar0p6,12.4,73.0,-1.0000000000000002,0.0,0.4765969408345689,-0.1,93.73599111643495,9.202305409721642,1.0000000000000004,0.0,1.0,0.0,2.0000000000000004,95.73599111643495,11.521235343344639,332074359260.751,1.2247579521927816,16.778686214449817,1.0,,,,,,
MOND,gas_mix_hstar0p6,12.4,73.0,-1.0000000000000002,0.0,0.4765969408345689,-0.1,4720.415179293684,19.244094689986312,1.0000000000000004,0.0,1.0,0.0,2.0000000000000004,4722.415179293684,,,,,1.0,1.2e-10,76.4084091982691,,,,
TG_edge_limit,gas_mix_hstar0p6,12.4,73.0,-1.0000000000000002,0.0,0.4765969408345689,-0.1,27662.83289608035,49.17709355943836,1.0000000000000004,0.0,1.0,0.0,2.0000000000000004,27664.83289608035,,,,,1.0,,,9.627572248868042e-05,1.0989327221382574e-11,0.03647713037501856,derived Kcrit limiting curve; no finite normalization and no K prior
NFW,gas_mix_hstar0p6,12.4,73.0,-1.0000000000000002,0.0,0.5347505628802474,-0.05,87.07692568542538,8.83964598265426,1.0000000000000004,0.0,0.25,0.0,1.2500000000000004,88.32692568542538,11.521450149137085,332238646725.5013,1.2083741192075341,16.157498311414738,1.0,,,,,,
MOND,gas_mix_hstar0p6,12.4,73.0,-1.0000000000000002,0.0,0.5347505628802474,-0.05,3520.732848190531,16.56441655643816,1.0000000000000004,0.0,0.25,0.0,1.2500000000000004,3521.982848190531,,,,,1.0,1.2e-10,80.40729489917597,,,,
TG_edge_limit,gas_mix_hstar0p6,12.4,73.0,-1.0000000000000002,0.0,0.5347505628802474,-0.05,23007.403740902733,44.79944075306591,1.0000000000000004,0.0,0.25,0.0,1.2500000000000004,23008.653740902733,,,,,1.0,,,8.764172669299573e-05,6.601111461432168e-12,0.035437288289116575,derived Kcrit limiting curve; no finite normalization and no K prior
NFW,gas_mix_hstar0p6,12.4,73.0,-1.0000000000000002,0.0,0.6,0.0,80.22025962046469,8.444967066398485,1.0000000000000004,0.0,0.0,0.0,1.0000000000000004,81.22025962046469,11.522299863919262,332889321451.8202,1.189081176915703,15.455433004810704,1.0,,,,,,
MOND,gas_mix_hstar0p6,12.4,73.0,-1.0000000000000002,0.0,0.6,0.0,2501.3792589293685,13.958747136621863,1.0000000000000004,0.0,0.0,0.0,1.0000000000000004,2502.3792589293685,,,,,1.0,1.2e-10,84.8941184522377,,,,
TG_edge_limit,gas_mix_hstar0p6,12.4,73.0,-1.0000000000000002,0.0,0.6,0.0,18538.349938918247,40.15704645701583,1.0000000000000004,0.0,0.0,0.0,1.0000000000000004,18539.349938918247,,,,,1.0,,,7.960405083869665e-05,1.419805155550434e-11,0.03450948259870897,derived Kcrit limiting curve; no finite normalization and no K prior
NFW,gas_mix_hstar0p6,12.4,73.0,-1.0000000000000002,0.0,0.673211072581178,0.05,73.23255280466688,8.018721485832979,1.0000000000000004,0.0,0.25,0.0,1.2500000000000004,74.48255280466688,11.52413969841128,334302556993.6729,1.1661778433665153,14.66148104936985,1.0,,,,,,
MOND,gas_mix_hstar0p6,12.4,73.0,-1.0000000000000002,0.0,0.673211072581178,0.05,1698.082720423487,11.616409238389195,1.0000000000000004,0.0,0.25,0.0,1.2500000000000004,1699.332720423487,,,,,1.0,1.2e-10,89.9284172799697,,,,
TG_edge_limit,gas_mix_hstar0p6,12.4,73.0,-1.0000000000000002,0.0,0.673211072581178,0.05,14335.111563474098,35.24792001655171,1.0000000000000004,0.0,0.25,0.0,1.2500000000000004,14336.361563474098,,,,,1.0,,,7.215795290140186e-05,9.17450549146923e-12,0.03368278586411158,derived Kcrit limiting curve; no finite normalization and no K prior
NFW,gas_mix_hstar0p6,12.4,73.0,-1.0000000000000002,0.0,0.7553552470765004,0.1,66.17607942965421,7.563070534638549,1.0000000000000004,0.0,1.0,0.0,2.0000000000000004,68.17607942965421,11.527524723470469,336918395250.43744,1.1387172002138015,13.763129625372764,1.0,,,,,,
MOND,gas_mix_hstar0p6,12.4,73.0,-1.0000000000000002,0.0,0.7553552470765004,0.1,1151.4487449493759,9.914980100874383,1.0000000000000004,0.0,1.0,0.0,2.0000000000000004,1153.4487449493759,,,,,1.0,1.2e-10,95.57699346915572,,,,
TG_edge_limit,gas_mix_hstar0p6,12.4,73.0,-1.0000000000000002,0.0,0.7553552470765004,0.1,10489.212441301166,30.080028086887957,1.0000000000000004,0.0,1.0,0.0,2.0000000000000004,10491.212441301166,,,,,1.0,,,6.5289874380615e-05,1.1007849101377715e-11,0.0329469257314111,derived Kcrit limiting curve; no finite normalization and no K prior
NFW,gas_mix_hstar0p6,12.4,73.0,-1.0000000000000002,0.0,0.762,0.10380372095595687,65.6377685193299,7.527316023756516,1.0000000000000004,0.0,1.077521248430216,0.0,2.0775212484302163,67.71528976776011,11.527867722022199,337184592895.4306,1.136407430803351,13.690125543832176,1.0,,,,,,
MOND,gas_mix_hstar0p6,12.4,73.0,-1.0000000000000002,0.0,0.762,0.10380372095595687,1121.636871830549,9.82782664555562,1.0000000000000004,0.0,1.077521248430216,0.0,2.0775212484302163,1123.7143930789791,,,,,1.0,1.2e-10,96.03391440575655,,,,
TG_edge_limit,gas_mix_hstar0p6,12.4,73.0,-1.0000000000000002,0.0,0.762,0.10380372095595687,10214.149070181633,29.67693450996511,1.0000000000000004,0.0,1.077521248430216,0.0,2.0775212484302163,10216.226591430062,,,,,1.0,,,6.479050827387173e-05,5.909078178741505e-12,0.03289438897568866,derived Kcrit limiting curve; no finite normalization and no K prior
